No Agenda,Tanggal,No. Bukti,Sumber Dana,Bank Tujuan,Kriteria CF,Penerima/dari,Uraian,Debet,Kredit,@,Edit Uraian,Revisi Nominal,Nilai Ajuan,Uraian Asli
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  9.381.208 ,,81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,9.381.208,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155524|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,5.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155512 - BALIN ,  ,  , 81029155512|UBP Summary          2026041 ry          2026041 MCM InhouseTrf CS-CS  KE GNC ,,  747.968 ,,81029155512|UBP Summary          2026041 ry          2026041 MCM InhouseTrf CS-CS  KE GNC,747.968,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155512 - BALIN ,  ,  , 81029155512|Barang Jasa maret 2610042026 Transfer Online P-CS  023901001027303/OI36000870543241PERKEBUNAN NUSANTARA ,,  29.690.011 ,,81029155512|Barang Jasa maret 2610042026 Transfer Online P-CS  023901001027303/OI36000870543241PERKEBUNAN NUSANTARA,29.690.011,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155533 - PPPBB ,  ,  , 81029155533|10042026 MCM InhouseTrf CS-CS  KE SONI KIRAWAN ,,  9.470.000 ,,81029155533|10042026 MCM InhouseTrf CS-CS  KE SONI KIRAWAN,9.470.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|Pemb.P.Aset Maret 26 2026041 et Maret 26 2026041 MCM InhouseTrf CS-CS  KE RUDI ANTARA ,,  10.000.000 ,,81029155532|Pemb.P.Aset Maret 26 2026041 et Maret 26 2026041 MCM InhouseTrf CS-CS  KE RUDI ANTARA,10.000.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|202604100844566457   2026041 844566457   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  3.324.000 ,,81029155514|202604100844566457   2026041 844566457   2026041 MCM InhouseTrf CS-CS  KE GNC,3.324.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|202604100839561024   2026041 839561024   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  2.999.000 ,,81029155514|202604100839561024   2026041 839561024   2026041 MCM InhouseTrf CS-CS  KE GNC,2.999.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|202604100859598800   2026041 859598800   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  4.388.600 ,,81029155514|202604100859598800   2026041 859598800   2026041 MCM InhouseTrf CS-CS  KE GNC,4.388.600,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|202604100910629061   2026041 910629061   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  9.401.900 ,,81029155514|202604100910629061   2026041 910629061   2026041 MCM InhouseTrf CS-CS  KE GNC,9.401.900,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BHL n-lain      BHL MCM Outw CN (CS)  Sri Wahyuni ,,  2.480.000 ,,81029155514|Biaya lain-lain      BHL n-lain      BHL MCM Outw CN (CS)  Sri Wahyuni,2.480.000,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-08 n-lain      BLL-08 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  6.500.000 ,,81029155514|Biaya lain-lain      BLL-08 n-lain      BLL-08 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  6.500.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya PLN            PLN             PLN MCM Outw CN (CS)  BPK MUHAMMAD  ANSHORI ,,  3.735.000 ,,81029155514|Biaya PLN            PLN             PLN MCM Outw CN (CS)  BPK MUHAMMAD  ANSHORI,  3.735.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-02 n-lain      BLL-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH ,,  1.476.300 ,,81029155514|Biaya lain-lain      BLL-02 n-lain      BLL-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH,  1.476.300 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|5UPB DSL By Operasio 2026041 By Operasio 2026041 MCM InhouseTrf CS-CS  KE GNC ,,  14.775.000 ,,81029155532|5UPB DSL By Operasio 2026041 By Operasio 2026041 MCM InhouseTrf CS-CS  KE GNC,  14.775.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|5UPB DSL By DDW/DLW  2026041 By DDW/DLW  2026041 MCM InhouseTrf CS-CS  KE GNC ,,  1.908.000 ,,81029155532|5UPB DSL By DDW/DLW  2026041 By DDW/DLW  2026041 MCM InhouseTrf CS-CS  KE GNC,  1.908.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|Pemb Exfood Checker  2026041 od Checker  2026041 MCM InhouseTrf CS-CS  KE RUDI ANTARA ,,  3.861.000 ,,81029155532|Pemb Exfood Checker  2026041 od Checker  2026041 MCM InhouseTrf CS-CS  KE RUDI ANTARA,  3.861.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|Pemb BBM Kend Dinas  2026041 Kend Dinas  2026041 MCM InhouseTrf CS-CS  KE BAMBANG FIRMAN EDY ,,  3.453.675 ,,81029155532|Pemb BBM Kend Dinas  2026041 Kend Dinas  2026041 MCM InhouseTrf CS-CS  KE BAMBANG FIRMAN EDY,  3.453.675 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155533 - PPPBB ,  ,  , 81029155533|10042026 MCM InhouseTrf CS-CS  KE EMILIUS EKO HERMANTO ,,  7.580.000 ,,81029155533|10042026 MCM InhouseTrf CS-CS  KE EMILIUS EKO HERMANTO,  7.580.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|202604100930672229   2026041 930672229   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  6.780.900 ,,81029155514|202604100930672229   2026041 930672229   2026041 MCM InhouseTrf CS-CS  KE GNC,  6.780.900 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155508 - TABARA ,  ,  , 81029155508|202604100922657064   2026041 922657064   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  2.367.878 ,,81029155508|202604100922657064   2026041 922657064   2026041 MCM InhouseTrf CS-CS  KE GNC,  2.367.878 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155508 - TABARA ,  ,  , 81029155508|S Part Quick Afd VII10042026 Transfer Online P-CS  032201003673505/OI36000870557291PERKEBUNAN NUSANTARA ,,  343.000 ,,81029155508|S Part Quick Afd VII10042026 Transfer Online P-CS  032201003673505/OI36000870557291PERKEBUNAN NUSANTARA,  343.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155508 - TABARA ,  ,  , 81029155508|S Partmesin air afd7 1004202 in air afd7 1004202 MCM InhouseTrf CS-CS  KE SUPRIYANA ,,  758.000 ,,81029155508|S Partmesin air afd7 1004202 in air afd7 1004202 MCM InhouseTrf CS-CS  KE SUPRIYANA,  758.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155508 - TABARA ,  ,  , 81029155508|S Part DT KKS Tabara 1004202  KKS Tabara 1004202 MCM InhouseTrf CS-CS  KE RAHMAN ,,  3.085.000 ,,81029155508|S Part DT KKS Tabara 1004202  KKS Tabara 1004202 MCM InhouseTrf CS-CS  KE RAHMAN,  3.085.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155508 - TABARA ,  ,  , 81029155508|S Part Quick Afd 8   1004202 ick Afd 8   1004202 Transfer Online CS  146862 7324720248PERKEBUNAN NUSANTARA ,,  635.000 ,,81029155508|S Part Quick Afd 8   1004202 ick Afd 8   1004202 Transfer Online CS  146862 7324720248PERKEBUNAN NUSANTARA,  635.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|UBP60214003502FFFFFF01621169 MCM CASA UBP Pym 1L ,,  804.750 ,,81029155529|UBP60214003502FFFFFF01621169 MCM CASA UBP Pym 1L,  804.750 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|UBP60214003502FFFFFF01621169 MCM CASA UBP Pym 1L ,,  3.000 ,,81029155529|UBP60214003502FFFFFF01621169 MCM CASA UBP Pym 1L,  3.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|UBP60213030502FFFFFF23222003 MCM CASA UBP Pym 1L ,,  1.713.126 ,,81029155529|UBP60213030502FFFFFF23222003 MCM CASA UBP Pym 1L,  1.713.126 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|UBP60213030502FFFFFF23222003 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155529|UBP60213030502FFFFFF23222003 MCM CASA UBP Pym 1L,  5.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|BIAYA SAMPAH MARET PAH MARET MCM InhouseTrf CS-CS  KE RINA SUKMAWATI ,,  1.000.000 ,,81029155529|BIAYA SAMPAH MARET PAH MARET MCM InhouseTrf CS-CS  KE RINA SUKMAWATI,  1.000.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|Dpur Rmah Tangga Ktr  Tangga Ktr MCM InhouseTrf CS-CS  KE RINA SUKMAWATI ,,  4.514.500 ,,81029155529|Dpur Rmah Tangga Ktr  Tangga Ktr MCM InhouseTrf CS-CS  KE RINA SUKMAWATI,  4.514.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|tandon rumdin GM mdin GM MCM InhouseTrf CS-CS  KE RINA SUKMAWATI ,,  2.600.000 ,,81029155529|tandon rumdin GM mdin GM MCM InhouseTrf CS-CS  KE RINA SUKMAWATI,  2.600.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|Pemel Bngunan Perush unan Perush MCM InhouseTrf CS-CS  KE RINA SUKMAWATI ,,  2.832.000 ,,81029155529|Pemel Bngunan Perush unan Perush MCM InhouseTrf CS-CS  KE RINA SUKMAWATI,  2.832.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|Biaya Konsumsi Rapat sumsi Rapat MCM InhouseTrf CS-CS  KE RINA SUKMAWATI ,,  5.760.000 ,,81029155529|Biaya Konsumsi Rapat sumsi Rapat MCM InhouseTrf CS-CS  KE RINA SUKMAWATI,  5.760.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|Rapat DPD RI  RI MCM InhouseTrf CS-CS  KE RINA SUKMAWATI ,,  8.289.000 ,,81029155529|Rapat DPD RI  RI MCM InhouseTrf CS-CS  KE RINA SUKMAWATI,  8.289.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|starlink april 2026 april 2026 MCM InhouseTrf CS-CS  KE RINA SUKMAWATI ,,  794.000 ,,81029155529|starlink april 2026 april 2026 MCM InhouseTrf CS-CS  KE RINA SUKMAWATI,  794.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155529 - UGKT ,  ,  , 81029155529|BBM Mesin Rumput  Rumput MCM InhouseTrf CS-CS  KE RINA SUKMAWATI ,,  480.000 ,,81029155529|BBM Mesin Rumput  Rumput MCM InhouseTrf CS-CS  KE RINA SUKMAWATI,  480.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202604100940695856   2026041 940695856   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  931.000 ,,81029155513|202604100940695856   2026041 940695856   2026041 MCM InhouseTrf CS-CS  KE GNC,  931.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|Transaction Fee      2026041 on Fee      2026041 MCM InhouseTrf CS-CS  KE GNC ,,  6.500 ,,81029155513|Transaction Fee      2026041 on Fee      2026041 MCM InhouseTrf CS-CS  KE GNC,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|SPPD                 B.04             B.04 MCM InhouseTrf CS-CS  KE MARZUKI ,,  432.785 ,,81029155513|SPPD                 B.04             B.04 MCM InhouseTrf CS-CS  KE MARZUKI,  432.785 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|B.0410/26 /26 MCM InhouseTrf CS-CS  KE SETIA PONCOWATI ,,  750.000 ,,81029155513|B.0410/26 /26 MCM InhouseTrf CS-CS  KE SETIA PONCOWATI,  750.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202604100947723611   2026041 947723611   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  224.000 ,,81029155513|202604100947723611   2026041 947723611   2026041 MCM InhouseTrf CS-CS  KE GNC,  224.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202604100950730939   2026041 950730939   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  1.092.000 ,,81029155513|202604100950730939   2026041 950730939   2026041 MCM InhouseTrf CS-CS  KE GNC,  1.092.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|Transaction Fee      2026041 on Fee      2026041 MCM InhouseTrf CS-CS  KE GNC ,,  13.000 ,, 81029155513|Transaction Fee      2026041 on Fee      2026041 MCM InhouseTrf CS-CS  KE GNC ,  13.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202604100952737003   2026041 952737003   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  1.092.000 ,,81029155513|202604100952737003   2026041 952737003   2026041 MCM InhouseTrf CS-CS  KE GNC,  1.092.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|Transaction Fee      2026041 on Fee      2026041 MCM InhouseTrf CS-CS  KE GNC ,,  13.000 ,,81029155513|Transaction Fee      2026041 on Fee      2026041 MCM InhouseTrf CS-CS  KE GNC,  13.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202604100954746984   2026041 954746984   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  1.092.000 ,,81029155513|202604100954746984   2026041 954746984   2026041 MCM InhouseTrf CS-CS  KE GNC,  1.092.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|Transaction Fee      2026041 on Fee      2026041 MCM InhouseTrf CS-CS  KE GNC ,,  13.000 ,,81029155513|Transaction Fee      2026041 on Fee      2026041 MCM InhouseTrf CS-CS  KE GNC,  13.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Pemb kperluan ktr dl Transfer Online P-CS  370301006623534/OI36000870594151PERKEBUNAN NUSANTARA ,,  4.864.000 ,,81029155511|Pemb kperluan ktr dl Transfer Online P-CS  370301006623534/OI36000870594151PERKEBUNAN NUSANTARA,  4.864.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|By Ops tokoh masyrkt koh masyrkt MCM InhouseTrf CS-CS  KE ASWADI ,,  1.000.000 ,,81029155511|By Ops tokoh masyrkt koh masyrkt MCM InhouseTrf CS-CS  KE ASWADI,  1.000.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD kary kbn pelai Transfer Online P-CS  032201011275537/OI36000870594181PERKEBUNAN NUSANTARA ,,  2.325.000 ,,81029155511|BPD kary kbn pelai Transfer Online P-CS  032201011275537/OI36000870594181PERKEBUNAN NUSANTARA,  2.325.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|By Ops Masyrkt syrkt MCM InhouseTrf CS-CS  KE BUDIONO ,,  1.000.000 ,,81029155511|By Ops Masyrkt syrkt MCM InhouseTrf CS-CS  KE BUDIONO,  1.000.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD Ke Pontianak ntianak Transfer Online CS  147398 7254569547PERKEBUNAN NUSANTARA ,,  700.000 ,,81029155511|BPD Ke Pontianak ntianak Transfer Online CS  147398 7254569547PERKEBUNAN NUSANTARA,  700.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026041 Fee         2026041 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026041 Fee         2026041 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD ke Pontianak ntianak Transfer Online CS  148007 7243209848PERKEBUNAN NUSANTARA ,,  1.600.200 ,,81029155511|BPD ke Pontianak ntianak Transfer Online CS  148007 7243209848PERKEBUNAN NUSANTARA,  1.600.200 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026041 Fee         2026041 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026041 Fee         2026041 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|By Ops tokoh Masyrkt Transfer Online P-CS  023901029580505/OI36000870594251PERKEBUNAN NUSANTARA ,,  1.000.000 ,,81029155511|By Ops tokoh Masyrkt Transfer Online P-CS  023901029580505/OI36000870594251PERKEBUNAN NUSANTARA,  1.000.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202604100956752158   2026041 956752158   2026041 MCM InhouseTrf CS-CS  KE GNC ,,  300.000 ,,81029155513|202604100956752158   2026041 956752158   2026041 MCM InhouseTrf CS-CS  KE GNC,  300.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|By Ops tokoh masyrkt Transfer Online P-CS  023901008279503/OI36000870594281PERKEBUNAN NUSANTARA ,,  1.000.000 ,,81029155511|By Ops tokoh masyrkt Transfer Online P-CS  023901008279503/OI36000870594281PERKEBUNAN NUSANTARA,  1.000.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|By prbikn tractr Transfer Online P-CS  032201011275537/OI36000870594311PERKEBUNAN NUSANTARA ,,  756.000 ,,81029155511|By prbikn tractr Transfer Online P-CS  032201011275537/OI36000870594311PERKEBUNAN NUSANTARA,  756.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD Kary kbn Pelai Transfer Online P-CS  023901028678509/OI36000870594321PERKEBUNAN NUSANTARA ,,  400.000 ,,81029155511|BPD Kary kbn Pelai Transfer Online P-CS  023901028678509/OI36000870594321PERKEBUNAN NUSANTARA,  400.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD Kary kbn Pelai Transfer Online P-CS  483901000372507/OI36000870594551PERKEBUNAN NUSANTARA ,,  250.000 ,,81029155511|BPD Kary kbn Pelai Transfer Online P-CS  483901000372507/OI36000870594551PERKEBUNAN NUSANTARA,  250.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026041 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD Kary Kbn Pelai Kbn Pelai MCM InhouseTrf CS-CS  KE RONY ROMANTIKA ,,  300.000 ,,81029155511|BPD Kary Kbn Pelai Kbn Pelai MCM InhouseTrf CS-CS  KE RONY ROMANTIKA,  300.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD Kary kbn Pelai kbn Pelai MCM InhouseTrf CS-CS  KE RULY AGUSTINA ,,  200.000 ,,81029155511|BPD Kary kbn Pelai kbn Pelai MCM InhouseTrf CS-CS  KE RULY AGUSTINA,  200.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|BPD Kary kbn Pelai kbn Pelai MCM InhouseTrf CS-CS  KE CHATUR WIRI WULANDARI ,,  250.000 ,,81029155511|BPD Kary kbn Pelai kbn Pelai MCM InhouseTrf CS-CS  KE CHATUR WIRI WULANDARI,  250.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|B.0416/26 /26 MCM InhouseTrf CS-CS  KE ARDIANOR ,,  1.200.000 ,,81029155513|B.0416/26 /26 MCM InhouseTrf CS-CS  KE ARDIANOR,  1.200.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202604100959761154   2026041 959761154   2026041 MCM ,,  2.700.000 ,,81029155513|202604100959761154   2026041 959761154   2026041 MCM,  2.700.000 ,  - ,  
,10/04/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|UBP60213030502FFFFFF22300030 MCM CASA UBP Pym 1L ,,  885.168 ,,81029155513|UBP60213030502FFFFFF22300030 MCM CASA UBP Pym 1L,  885.168 ,  - ,  
